,Word,Uncertainty,Litigious,Positive,Negative
972,destroying,0,0,0,1
973,destroys,0,0,0,1
974,destruction,0,0,0,1
975,destructive,0,0,0,1
976,detain,0,0,0,0
977,detained,0,0,0,1
978,detainer,0,0,0,0
979,detention,0,0,0,0
980,detentions,0,0,0,1
981,deter,0,0,0,1
982,deteriorate,0,0,0,1
983,deteriorated,0,0,0,1
984,deteriorates,0,0,0,1
985,deteriorating,0,0,0,1
986,deterioration,0,0,0,1
987,deteriorations,0,0,0,1
988,deterred,0,0,0,1
989,deterrence,0,0,0,1
990,deterrences,0,0,0,0
991,deterrent,0,0,0,1
992,deterrents,0,0,0,1
993,deterring,0,0,0,1
994,deters,0,0,0,1
995,detract,0,0,0,0
996,detracted,0,0,1,0
997,detracting,0,0,0,0
998,detriment,0,0,0,0
999,detrimental,0,0,0,1
1000,detrimentally,0,0,0,1
1001,detriments,0,0,0,0
1002,devalue,0,0,0,1
1003,devalued,0,0,0,1
1004,devalues,0,0,0,0
1005,devaluing,0,0,0,1
1006,devastate,0,0,0,0
1007,devastated,0,0,0,1
1008,devastating,0,0,0,1
1009,devastation,0,0,0,1
1010,deviate,0,0,0,0
1011,deviated,0,0,0,0
1012,deviates,0,0,0,0
1013,deviating,0,0,0,1
1014,deviation,0,0,0,0
1015,deviations,0,0,0,0
1016,devisees,0,0,0,0
1017,devolve,0,0,0,0
1018,devolved,0,0,0,0
1019,devolves,0,0,0,0
1020,devolving,0,0,0,0
1021,differ,0,0,0,0
1022,differed,0,0,0,0
1023,differing,1,0,0,0
1024,differs,0,0,0,0
1025,difficult,0,0,0,0
1026,difficulties,0,0,0,1
1027,difficultly,0,0,0,0
1028,difficulty,0,0,0,1
1029,diligent,0,0,1,0
1030,diligently,0,0,0,0
1031,diminish,0,0,0,1
1032,diminished,0,0,0,1
1033,diminishes,0,0,0,1
1034,diminishing,0,0,0,1
1035,diminution,0,0,0,1
1036,disadvantage,0,0,0,0
1037,disadvantaged,0,0,0,1
1038,disadvantageous,0,0,0,0
1039,disadvantages,0,0,0,1
1040,disaffiliation,0,0,0,0
1041,disaffirm,0,0,0,0
1042,disaffirmance,0,0,0,0
1043,disaffirmed,0,0,0,0
1044,disaffirms,0,0,0,0
1045,disagree,0,0,0,0
1046,disagreeable,0,0,0,0
1047,disagreed,0,0,0,0
1048,disagreeing,0,0,0,0
1049,disagreement,0,0,0,1
1050,disagreements,0,0,0,1
1051,disagrees,0,0,0,0
1052,disallow,0,0,0,1
1053,disallowance,0,0,0,1
1054,disallowances,0,0,0,1
1055,disallowed,0,0,0,1
1056,disallowing,0,0,0,0
1057,disallows,0,0,0,0
1058,disappear,0,0,0,1
1059,disappearance,0,0,0,0
1060,disappearances,0,0,0,0
1061,disappeared,0,0,0,0
1062,disappearing,0,0,0,0
1063,disappears,0,0,0,0
1064,disappoint,0,0,0,1
1065,disappointed,0,0,0,1
1066,disappointing,0,0,0,0
1067,disappointingly,0,0,0,0
1068,disappointment,0,0,0,0
1069,disappointments,0,0,0,0
1070,disappoints,0,0,0,0
1071,disapproval,0,0,0,1
1072,disapprovals,0,0,0,0
1073,disapprove,0,0,0,0
1074,disapproved,0,0,0,0
1075,disapproves,0,0,0,0
1076,disapproving,0,0,0,0
1077,disassociates,0,0,0,0
1078,disassociating,0,0,0,0
1079,disassociation,0,0,0,0
1080,disassociations,0,0,0,0
1081,disaster,0,0,0,1
1082,disasters,0,0,0,1
1083,disastrous,0,0,0,1
1084,disastrously,0,0,0,0
1085,disavow,0,0,0,0
1086,disavowal,0,0,0,0
1087,disavowed,0,0,0,0
1088,disavowing,0,0,0,0
1089,disavows,0,0,0,0
1090,disciplinary,0,0,0,0
1091,disclaim,0,0,0,0
1092,disclaimed,0,0,0,0
1093,disclaimer,0,0,0,0
1094,disclaimers,0,0,0,0
1095,disclaiming,0,0,0,0
1096,disclaims,0,0,0,0
1097,disclose,0,0,0,0
1098,disclosed,0,0,0,0
1099,discloses,0,0,0,0
1100,disclosing,0,0,0,1
1101,discontinuance,0,0,0,1
1102,discontinuances,0,0,0,1
1103,discontinuation,0,0,0,1
1104,discontinuations,0,0,0,1
1105,discontinue,0,0,0,1
1106,discontinued,0,0,0,0
1107,discontinues,0,0,0,1
1108,discontinuing,0,0,0,1
1109,discourage,0,0,0,1
1110,discouraged,0,0,0,1
1111,discourages,0,0,0,0
1112,discouraging,0,0,0,1
1113,discredit,0,0,0,0
1114,discredited,0,0,0,0
1115,discrediting,0,0,0,0
1116,discredits,0,0,0,0
1117,discrepancies,0,0,0,1
1118,discrepancy,0,0,0,1
1119,disfavor,0,0,0,0
1120,disfavored,0,0,0,0
1121,disfavoring,0,0,0,0
1122,disfavors,0,0,0,0
1123,disgorge,0,0,0,0
1124,disgorged,0,0,0,0
1125,disgorgement,0,0,0,0
1126,disgorgements,0,0,0,0
1127,disgorges,0,0,0,0
1128,disgorging,0,0,0,0
1129,disgrace,0,0,0,0
1130,disgraceful,0,0,0,0
1131,disgracefully,0,0,0,0
1132,dishonest,0,0,0,1
1133,dishonestly,0,0,0,0
1134,dishonesty,0,0,0,0
1135,dishonor,0,0,0,0
1136,dishonorable,0,0,0,0
1137,dishonorably,0,0,0,0
1138,dishonored,0,0,0,0
1139,dishonoring,0,0,0,0
1140,dishonors,0,0,0,0
1141,disincentives,0,0,0,0
1142,disinterested,0,0,0,0
1143,disinterestedly,0,0,0,0
1144,disinterestedness,0,0,0,0
1145,disloyal,0,0,0,0
1146,disloyally,0,0,0,0
1147,disloyalty,0,0,0,0
1148,dismal,0,0,0,0
1149,dismally,0,0,0,0
1150,dismiss,0,0,0,0
1151,dismissal,0,0,0,0
1152,dismissals,0,0,0,0
1153,dismissed,0,0,0,0
1154,dismisses,0,0,0,0
1155,dismissing,0,0,0,0
1156,disorderly,0,0,0,1
1157,disparage,0,0,0,0
1158,disparaged,0,0,0,0
1159,disparagement,0,0,0,0
1160,disparagements,0,0,0,0
1161,disparages,0,0,0,0
1162,disparaging,0,0,0,1
1163,disparagingly,0,0,0,0
1164,disparities,0,0,0,0
1165,disparity,0,0,0,0
1166,displace,0,0,0,1
1167,displaced,0,0,0,1
1168,displacement,0,0,0,0
1169,displacements,0,0,0,0
1170,displaces,0,0,0,1
1171,displacing,0,0,0,1
1172,dispose,0,0,0,1
1173,dispositive,0,0,0,0
1174,dispossess,0,0,0,0
1175,dispossessed,0,0,0,0
1176,dispossesses,0,0,0,0
1177,dispossessing,0,0,0,0
1178,dispossession,0,0,0,0
1179,dispossessory,0,0,0,0
1180,disproportion,0,0,0,0
1181,disproportional,0,0,0,0
1182,disproportionate,0,0,0,1
1183,disproportionately,0,0,0,0
1184,dispute,0,0,0,0
1185,disputed,0,0,0,0
1186,disputes,0,0,0,1
1187,disputing,0,0,0,0
1188,disqualification,0,0,0,1
1189,disqualifications,0,0,0,0
1190,disqualified,0,0,0,0
1191,disqualifies,0,0,0,0
1192,disqualify,0,0,0,1
1193,disqualifying,0,0,0,1
1194,disregard,0,0,0,0
1195,disregarded,0,0,0,0
1196,disregarding,0,0,0,1
1197,disregards,0,0,0,0
1198,disreputable,0,0,0,0
1199,disrepute,0,0,0,0
1200,disrupt,0,0,0,1
1201,disrupted,0,0,0,1
1202,disrupting,0,0,0,1
1203,disruption,0,0,0,1
1204,disruptions,0,0,0,1
1205,disruptive,0,0,0,1
1206,disrupts,0,0,0,1
1207,dissatisfaction,0,0,0,1
1208,dissatisfied,0,0,0,1
1209,dissent,0,1,0,0
1210,dissented,0,0,0,0
1211,dissenter,0,1,0,0
1212,dissenters,0,1,0,0
1213,dissenting,0,0,0,0
1214,dissents,0,0,0,0
1215,dissident,0,0,0,0
1216,dissidents,0,0,0,0
1217,dissolution,0,1,0,0
1218,dissolutions,0,0,0,1
1219,distinction,0,0,0,0
1220,distinctions,0,0,0,0
1221,distinctive,0,0,1,0
1222,distinctively,0,0,1,0
1223,distinctiveness,0,0,1,0
1224,distort,0,0,0,1
1225,distorted,0,0,0,1
1226,distorting,0,0,0,1
1227,distortion,0,0,0,1
1228,distortions,0,0,0,1
1229,distorts,0,0,0,1
1230,distract,0,0,0,1
1231,distracted,0,0,0,1
1232,distracting,0,0,0,1
1233,distraction,0,0,0,1
1234,distractions,0,0,0,1
1235,distracts,0,0,0,0
1236,distraint,0,0,0,0
1237,distress,0,0,0,1
1238,distressed,0,0,0,1
1239,distributee,0,0,0,0
1240,distributees,0,1,0,0
1241,disturb,0,0,0,0
1242,disturbance,0,0,0,1
1243,disturbances,0,0,0,1
1244,disturbed,0,0,0,0
1245,disturbing,0,0,0,1
1246,disturbs,0,0,0,0
1247,diversion,0,0,0,1
1248,divert,0,0,0,1
1249,diverted,0,0,0,1
1250,diverting,0,0,0,1
1251,diverts,0,0,0,1
1252,divest,0,0,0,1
1253,divested,0,0,0,1
1254,divesting,0,0,0,1
1255,divestiture,0,0,0,1
1256,divestitures,0,0,0,1
1257,divestment,0,0,0,1
1258,divestments,0,0,0,1
1259,divests,0,0,0,0
1260,divorce,0,0,0,0
1261,divorced,0,0,0,0
1262,divulge,0,0,0,0
1263,divulged,0,0,0,0
1264,divulges,0,0,0,0
1265,divulging,0,0,0,0
1266,docket,0,1,0,0
1267,docketed,0,1,0,0
1268,docketing,0,1,0,0
1269,dockets,0,1,0,0
1270,donees,0,0,0,0
1271,doubt,0,0,0,0
1272,doubted,0,0,0,0
1273,doubtful,0,0,0,0
1274,doubts,0,0,0,0
1275,downgrade,0,0,0,1
1276,downgraded,0,0,0,1
1277,downgrades,0,0,0,1
1278,downgrading,0,0,0,1
1279,downsize,0,0,0,1
1280,downsized,0,0,0,1
1281,downsizes,0,0,0,0
1282,downsizing,0,0,0,1
1283,downsizings,0,0,0,1
1284,downtime,0,0,0,1
1285,downtimes,0,0,0,1
1286,downturn,0,0,0,1
1287,downturns,0,0,0,1
1288,downward,0,0,0,1
1289,downwards,0,0,0,0
1290,drag,0,0,0,0
1291,drastic,0,0,0,1
1292,drastically,0,0,0,0
1293,drawback,0,0,0,1
1294,drawbacks,0,0,0,1
1295,dream,0,0,1,0
1296,dropped,0,0,0,1
1297,drought,0,0,0,1
1298,droughts,0,0,0,1
1299,duly,0,1,0,0
1300,duress,0,0,0,1
1301,dysfunction,0,0,0,0
1302,dysfunctional,0,0,0,1
1303,dysfunctions,0,0,0,0
1304,easier,0,0,1,0
1305,easily,0,0,1,0
1306,easing,0,0,0,1
1307,easy,0,0,1,0
1308,effective,0,0,0,0
1309,efficiencies,0,0,1,0
1310,efficiency,0,0,1,0
1311,efficient,0,0,1,0
1312,efficiently,0,0,1,0
1313,egregious,0,0,0,0
1314,egregiously,0,0,0,0
1315,ejectment,0,0,0,0
1316,embargo,0,0,0,1
1317,embargoed,0,0,0,1
1318,embargoes,0,0,0,1
1319,embargoing,0,0,0,0
1320,embarrass,0,0,0,0
1321,embarrassed,0,0,0,0
1322,embarrasses,0,0,0,0
1323,embarrassing,0,0,0,1
1324,embarrassment,0,0,0,1
1325,embarrassments,0,0,0,0
1326,embezzle,0,0,0,0
1327,embezzled,0,0,0,0
1328,embezzlement,0,0,0,0
1329,embezzlements,0,0,0,0
1330,embezzler,0,0,0,0
1331,embezzles,0,0,0,0
1332,embezzling,0,0,0,0
1333,empower,0,0,1,0
1334,empowered,0,0,0,0
1335,empowering,0,0,1,0
1336,empowers,0,0,1,0
1337,enable,0,0,1,0
1338,enabled,0,0,1,0
1339,enables,0,0,1,0
1340,enabling,0,0,1,0
1341,encouraged,0,0,1,0
1342,encouragement,0,0,0,0
1343,encourages,0,0,1,0
1344,encouraging,0,0,1,0
1345,encroach,0,0,0,0
1346,encroached,0,0,0,0
1347,encroaches,0,0,0,0
1348,encroaching,0,0,0,0
1349,encroachment,0,0,0,1
1350,encroachments,0,0,0,1
1351,encumber,0,0,0,0
1352,encumbered,0,0,0,0
1353,encumbering,0,0,0,0
1354,encumbers,0,0,0,0
1355,encumbrance,0,0,0,0
1356,encumbrancer,0,0,0,0
1357,encumbrancers,0,0,0,0
1358,encumbrances,0,0,0,0
1359,endanger,0,0,0,1
1360,endangered,0,0,0,0
1361,endangering,0,0,0,0
1362,endangerment,0,0,0,0
1363,endangers,0,0,0,0
1364,endorsee,0,0,0,0
1365,enforceability,0,0,0,0
1366,enforceable,0,0,0,0
1367,enforceably,0,0,0,0
1368,enhance,0,0,1,0
1369,enhanced,0,0,1,0
1370,enhancement,0,0,1,0
1371,enhancements,0,0,1,0
1372,enhances,0,0,1,0
1373,enhancing,0,0,1,0
1374,enjoin,0,0,0,0
1375,enjoined,0,0,0,1
1376,enjoining,0,0,0,1
1377,enjoins,0,0,0,1
1378,enjoy,0,0,1,0
1379,enjoyable,0,0,1,0
1380,enjoyably,0,0,0,0
1381,enjoyed,0,0,1,0
1382,enjoying,0,0,1,0
1383,enjoyment,0,0,1,0
1384,enjoys,0,0,1,0
1385,enthusiasm,0,0,1,0
1386,enthusiastic,0,0,1,0
1387,enthusiastically,0,0,1,0
1388,erode,0,0,0,0
1389,eroded,0,0,0,1
1390,erodes,0,0,0,1
1391,eroding,0,0,0,0
1392,erosion,0,0,0,1
1393,erratic,0,0,0,1
1394,erratically,0,0,0,0
1395,erred,0,0,0,0
1396,erring,0,0,0,0
1397,erroneous,0,0,0,1
1398,erroneously,0,0,0,0
1399,error,0,0,0,1
1400,errors,0,0,0,1
1401,errs,0,0,0,0
1402,escalate,0,0,0,1
1403,escalated,0,0,0,0
1404,escalates,0,0,0,0
1405,escalating,0,0,0,0
1406,escheat,0,0,0,0
1407,escheated,0,1,0,0
1408,escheatment,0,0,0,0
1409,escrowing,0,0,0,0
1410,estoppel,0,0,0,0
1411,evade,0,0,0,1
1412,evaded,0,0,0,0
1413,evades,0,0,0,0
1414,evading,0,0,0,0
1415,evasion,0,0,0,0
1416,evasions,0,0,0,0
1417,evasive,0,0,0,1
1418,evict,0,0,0,0
1419,evicted,0,0,0,1
1420,evicting,0,0,0,1
1421,eviction,0,0,0,0
1422,evictions,0,0,0,1
1423,evicts,0,0,0,0
1424,evidential,0,0,0,0
1425,evidentiary,0,0,0,0
1426,exacerbate,0,0,0,1
1427,exacerbated,0,0,0,1
1428,exacerbates,0,0,0,1
1429,exacerbating,0,0,0,1
1430,exacerbation,0,0,0,1
1431,exacerbations,0,0,0,1
1432,exaggerate,0,0,0,0
1433,exaggerated,0,0,0,1
1434,exaggerates,0,0,0,0
1435,exaggerating,0,0,0,0
1436,exaggeration,0,0,0,0
1437,exceedance,0,0,0,0
1438,exceedances,0,0,0,0
1439,exceedences,0,0,0,0
1440,excellence,0,0,1,0
1441,excellent,0,0,1,0
1442,excelling,0,0,0,0
1443,excels,0,0,1,0
1444,exceptional,0,0,1,0
1445,exceptionally,0,0,0,0
1446,excessive,0,0,0,1
1447,excessively,0,0,0,1
1448,excised,0,0,0,1
1449,excited,0,0,0,0
1450,excitement,0,0,1,0
1451,exciting,0,0,1,0
1452,exclusive,0,0,0,0
1453,exclusively,0,0,1,0
1454,exclusiveness,0,0,0,0
1455,exclusives,0,0,1,0
1456,exclusivity,0,0,0,0
1457,exculpate,0,0,0,0
1458,exculpated,0,0,0,0
1459,exculpates,0,0,0,0
1460,exculpating,0,0,0,0
1461,exculpation,0,0,0,0
1462,exculpations,0,0,0,0
1463,exculpatory,0,0,0,0
1464,executor,0,0,0,0
1465,executors,0,1,0,0
1466,executory,0,0,0,0
1467,executrices,0,0,0,0
1468,executrix,0,1,0,0
1469,executrixes,0,0,0,0
1470,exemplary,0,0,0,0
1471,exonerate,0,0,0,0
1472,exonerated,0,0,0,0
1473,exonerates,0,0,0,0
1474,exonerating,0,0,0,0
1475,exoneration,0,0,0,0
1476,exonerations,0,0,0,0
1477,exploit,0,0,1,0
1478,exploitation,0,0,0,0
1479,exploitations,0,0,0,0
1480,exploitative,0,0,0,0
1481,exploited,0,0,0,0
1482,exploiting,0,0,1,0
1483,exploits,0,0,0,0
1484,expose,0,0,0,1
1485,exposed,0,0,0,0
1486,exposes,0,0,0,0
1487,exposing,0,0,0,1
1488,exposure,0,0,0,0
1489,exposures,1,0,0,0
1490,expropriate,0,0,0,1
1491,expropriated,0,0,0,0
1492,expropriates,0,0,0,0
1493,expropriating,0,0,0,0
1494,expropriation,0,0,0,0
1495,expropriations,0,0,0,1
1496,expulsion,0,0,0,1
1497,expulsions,0,0,0,0
1498,extenuating,0,0,0,0
1499,extracontractual,0,0,0,0
1500,extracorporeal,0,0,0,0
1501,extrajudicial,0,0,0,0
1502,facie,0,0,0,0
1503,facto,0,0,0,0
1504,fail,0,0,0,1
1505,failed,0,0,0,1
1506,failing,0,0,0,1
1507,failings,0,0,0,0
1508,fails,0,0,0,1
1509,failure,0,0,0,1
1510,failures,0,0,0,1
1511,fallout,0,0,0,1
1512,false,0,0,0,0
1513,falsely,0,0,0,1
1514,falsification,0,0,0,1
1515,falsifications,0,0,0,0
1516,falsified,0,0,0,1
1517,falsifies,0,0,0,0
1518,falsify,0,0,0,0
1519,falsifying,0,0,0,0
1520,falsity,0,0,0,1
1521,fantastic,0,0,1,0
1522,fatalities,0,0,0,1
1523,fatality,0,0,0,1
1524,fatally,0,0,0,1
1525,fault,0,0,0,1
1526,faulted,0,0,0,0
1527,faults,0,0,0,1
1528,faulty,0,0,0,1
1529,favorable,0,0,1,0
1530,favorably,0,0,1,0
1531,favored,0,0,1,0
1532,favoring,0,0,0,0
1533,favorite,0,0,1,0
1534,favorites,0,0,0,0
1535,fear,0,0,0,1
1536,fears,0,0,0,1
1537,felonies,0,0,0,1
1538,felonious,0,0,0,0
1539,felony,0,0,0,0
1540,fictitious,0,0,0,1
1541,fide,0,0,0,0
1542,fined,0,0,0,1
1543,fines,0,0,0,1
1544,fired,0,0,0,0
1545,firing,0,0,0,0
1546,flaw,0,0,0,1
1547,flawed,0,0,0,1
1548,flaws,0,0,0,1
1549,fluctuate,1,0,0,0
1550,fluctuated,0,0,0,0
1551,fluctuates,1,0,0,0
1552,fluctuating,0,0,0,0
1553,fluctuation,1,0,0,0
1554,fluctuations,1,0,0,0
1555,forbade,0,0,0,0
1556,forbear,0,0,0,0
1557,forbearance,0,1,0,0
1558,forbearances,0,0,0,0
1559,forbearing,0,1,0,0
1560,forbears,0,0,0,0
1561,forbid,0,0,0,1
1562,forbidden,0,0,0,0
1563,forbidding,0,0,0,1
1564,forbids,0,0,0,0
1565,force,0,0,0,0
1566,forced,0,0,0,1
1567,forcing,0,0,0,1
1568,forebear,0,1,0,0
1569,forebearance,0,1,0,0
1570,forebears,0,0,0,0
1571,foreclose,0,0,0,0
1572,foreclosed,0,0,0,1
1573,forecloses,0,0,0,1
1574,foreclosing,0,0,0,0
1575,foreclosure,0,0,0,1
1576,foreclosures,0,0,0,1
1577,forego,0,0,0,1
1578,foregoes,0,0,0,0
1579,foregone,0,0,0,1
1580,forestall,0,0,0,1
1581,forestalled,0,0,0,0
1582,forestalling,0,0,0,0
1583,forestalls,0,0,0,0
1584,forfeit,0,0,0,1
1585,forfeitability,0,0,0,0
1586,forfeitable,0,0,0,0
1587,forfeited,0,0,0,1
1588,forfeiting,0,0,0,1
1589,forfeits,0,0,0,0
1590,forfeiture,0,0,0,0
1591,forfeitures,0,0,0,0
1592,forgers,0,0,0,0
1593,forgery,0,0,0,1
1594,forthwith,0,1,0,0
1595,forwhich,0,0,0,0
1596,fraud,0,0,0,1
1597,frauds,0,0,0,1
1598,fraudulence,0,0,0,0
1599,fraudulent,0,0,0,1
1600,fraudulently,0,0,0,1
1601,friendly,0,0,1,0
1602,frivolous,0,0,0,0
1603,frivolously,0,0,0,0
1604,frustrate,0,0,0,1
1605,frustrated,0,0,0,1
1606,frustrates,0,0,0,0
1607,frustrating,0,0,0,1
1608,frustratingly,0,0,0,0
1609,frustration,0,0,0,1
1610,frustrations,0,0,0,0
1611,fugitive,0,0,0,0
1612,fugitives,0,0,0,0
1613,furtherance,0,0,1,0
1614,gain,0,0,0,1
1615,gained,0,0,1,0
1616,gaining,0,0,1,0
1617,gains,0,0,0,0
1618,good,0,0,0,0
1619,grantor,0,1,0,0
1620,grantors,0,0,0,0
1621,gratuitous,0,0,0,0
1622,gratuitously,0,0,0,0
1623,great,0,0,0,0
1624,greater,0,0,0,0
1625,greatest,0,0,1,0
1626,greatly,0,0,0,0
1627,greatness,0,0,0,0
1628,grievance,0,0,0,0
1629,grievances,0,0,0,0
1630,grossly,0,0,0,1
1631,groundless,0,0,0,1
1632,guilty,0,0,0,0
1633,halt,0,0,0,1
1634,halted,0,0,0,1
1635,hamper,0,0,0,1
1636,hampered,0,0,0,1
1637,hampering,0,0,0,1
1638,hampers,0,0,0,1
1639,happiest,0,0,0,0
1640,happily,0,0,0,0
1641,happiness,0,0,1,0
1642,happy,0,0,1,0
1643,harass,0,0,0,1
1644,harassed,0,0,0,0
1645,harassing,0,0,0,1
1646,harassment,0,0,0,1
1647,hardship,0,0,0,1
1648,hardships,0,0,0,1
1649,harm,0,0,0,1
1650,harmed,0,0,0,0
1651,harmful,0,0,0,1
1652,harmfully,0,0,0,0
1653,harming,0,0,0,1
1654,harms,0,0,0,1
1655,harsh,0,0,0,1
1656,harsher,0,0,0,1
1657,harshest,0,0,0,0
1658,harshly,0,0,0,0
1659,harshness,0,0,0,0
1660,hazard,0,0,0,0
1661,hazardous,0,0,0,0
1662,hazards,0,0,0,1
1663,henceforth,0,0,0,0
1664,henceforward,0,0,0,0
1665,hereafter,0,0,0,0
1666,hereby,0,1,0,0
1667,hereditaments,0,0,0,0
1668,herefor,0,0,0,0
1669,herefore,0,0,0,0
1670,herefrom,0,0,0,0
1671,herein,0,1,0,0
1672,hereinabove,0,1,0,0
1673,hereinafter,0,1,0,0
1674,hereinbefore,0,0,0,0
1675,hereinbelow,0,0,0,0
1676,hereof,0,0,0,0
1677,hereon,0,0,0,0
1678,hereto,0,1,0,0
1679,heretofore,0,0,0,0
1680,hereunder,0,1,0,0
1681,hereunto,0,0,0,0
1682,hereupon,0,0,0,0
1683,herewith,0,1,0,0
1684,herewithin,0,0,0,0
1685,hidden,0,0,0,1
1686,highest,0,0,1,0
1687,hinder,0,0,0,1
1688,hindered,0,0,0,1
1689,hindering,0,0,0,1
1690,hinders,0,0,0,1
1691,hindrance,0,0,0,1
1692,hindrances,0,0,0,0
1693,hinges,0,0,0,0
1694,honor,0,0,0,0
1695,honorable,0,1,0,0
1696,honored,0,0,1,0
1697,honoring,0,0,0,0
1698,honors,0,0,1,0
1699,hostile,0,0,0,1
1700,hostility,0,0,0,0
1701,hurt,0,0,0,1
1702,hurting,0,0,0,1
1703,ideal,0,0,1,0
1704,idle,0,0,0,1
1705,idled,0,0,0,1
1706,idling,0,0,0,1
1707,ignore,0,0,0,0
1708,ignored,0,0,0,1
1709,ignores,0,0,0,1
1710,ignoring,0,0,0,0
1711,ill,0,0,0,1
1712,illegal,0,0,0,1
1713,illegalities,0,0,0,0
1714,illegality,0,0,0,1
1715,illegally,0,0,0,0
1716,illegible,0,0,0,0
1717,illicit,0,0,0,1
1718,illicitly,0,0,0,0
1719,illiquid,0,0,0,1
1720,illiquidity,0,0,0,1
1721,imbalance,0,0,0,1
1722,imbalances,0,0,0,1
1723,immateriality,0,0,0,0
1724,immature,0,0,0,0
1725,immoral,0,0,0,0
1726,impair,0,0,0,1
1727,impaired,0,0,0,1
1728,impairing,0,0,0,1
1729,impairment,0,0,0,0
1730,impairments,0,0,0,1
1731,impairs,0,0,0,1
1732,impasse,0,0,0,0
1733,impasses,0,0,0,1
1734,impede,0,0,0,1
1735,impeded,0,0,0,1
1736,impedes,0,0,0,0
1737,impediment,0,0,0,1
1738,impediments,0,0,0,1
1739,impeding,0,0,0,1
1740,impending,0,0,0,1
1741,imperative,0,0,1,0
1742,imperfection,0,0,0,0
1743,imperfections,0,0,0,1
1744,imperil,0,0,0,0
1745,impermissible,0,0,0,1
1746,impleaded,0,0,0,0
1747,implicate,0,0,0,0
1748,implicated,0,0,0,0
1749,implicates,0,0,0,0
1750,implicating,0,0,0,0
1751,impossibility,0,0,0,0
1752,impossible,0,0,0,0
1753,impound,0,0,0,0
1754,impounded,0,0,0,1
1755,impounding,0,0,0,0
1756,impounds,0,1,0,0
1757,impracticable,0,0,0,0
1758,impractical,0,0,0,0
1759,impracticalities,0,0,0,0
1760,impracticality,0,0,0,0
1761,imprecise,1,0,0,0
1762,imprecision,0,0,0,0
1763,imprecisions,0,0,0,0
1764,impress,0,0,0,0
1765,impressed,0,0,1,0
1766,impresses,0,0,0,0
1767,impressing,0,0,0,0
1768,impressive,0,0,1,0
1769,impressively,0,0,0,0
1770,imprisonment,0,0,0,1
1771,improbability,0,0,0,0
1772,improbable,0,0,0,0
1773,improper,0,0,0,1
1774,improperly,0,0,0,1
1775,improprieties,0,0,0,0
1776,impropriety,0,0,0,0
1777,improve,0,0,1,0
1778,improved,0,0,1,0
1779,improvement,0,0,1,0
1780,improvements,0,0,1,0
1781,improves,0,0,1,0
1782,improving,0,0,1,0
1783,imprudent,0,0,0,1
1784,imprudently,0,0,0,1
1785,inability,0,0,0,1
1786,inaccessible,0,0,0,1
1787,inaccuracies,0,0,0,1
1788,inaccuracy,0,0,0,1
1789,inaccurate,0,0,0,1
1790,inaccurately,0,0,0,1
1791,inaction,0,0,0,1
1792,inactions,0,0,0,0
1793,inactivate,0,0,0,0
1794,inactivated,0,0,0,0
1795,inactivates,0,0,0,0
1796,inactivating,0,0,0,0
1797,inactivation,0,0,0,0
1798,inactivations,0,0,0,0
1799,inactivity,0,0,0,1
1800,inadequacies,0,0,0,1
1801,inadequacy,0,0,0,1
1802,inadequate,0,0,0,1
1803,inadequately,0,0,0,0
1804,inadvertent,0,0,0,1
1805,inadvertently,0,0,0,1
1806,inadvisability,0,0,0,0
1807,inadvisable,0,0,0,0
1808,inappropriate,0,0,0,1
1809,inappropriately,0,0,0,1
1810,inasmuch,0,0,0,0
1811,inattention,0,0,0,0
1812,incapable,0,0,0,1
1813,incapacitated,0,0,0,1
1814,incapacity,0,0,0,1
1815,incarcerate,0,0,0,0
1816,incarcerated,0,0,0,0
1817,incarcerates,0,0,0,0
1818,incarcerating,0,0,0,0
1819,incarceration,0,0,0,0
1820,incarcerations,0,0,0,0
1821,inchoate,0,0,0,0
1822,incidence,0,0,0,1
1823,incidences,0,0,0,1
1824,incident,0,0,0,1
1825,incidents,0,0,0,1
1826,incompatibilities,0,0,0,1
1827,incompatibility,0,0,0,1
1828,incompatible,0,0,0,1
1829,incompetence,0,1,0,0
1830,incompetency,0,0,0,0
1831,incompetent,0,0,0,1
1832,incompetently,0,0,0,0
1833,incompetents,0,1,0,0
1834,incomplete,0,0,0,1
1835,incompletely,0,0,0,0
1836,incompleteness,0,0,0,0
1837,inconclusive,0,0,0,0
1838,inconsistencies,0,0,0,1
1839,inconsistency,0,0,0,1
1840,inconsistent,0,0,0,0
1841,inconsistently,0,0,0,1
1842,incontestability,0,0,0,0
1843,incontestable,0,0,0,0
1844,inconvenience,0,0,0,1
1845,inconveniences,0,0,0,1
1846,inconvenient,0,0,0,1
1847,incorrect,0,0,0,1
1848,incorrectly,0,0,0,1
1849,incorrectness,0,0,0,0
1850,incredible,0,0,0,0
1851,incredibly,0,0,1,0
1852,indecency,0,0,0,0
1853,indecent,0,0,0,1
1854,indefeasible,0,0,0,0
1855,indefeasibly,0,0,0,0
1856,indefinite,0,0,0,0
1857,indefinitely,0,0,0,0
1858,indefiniteness,0,0,0,0
1859,indemnifiable,0,1,0,0
1860,indemnification,0,1,0,0
1861,indemnifications,0,1,0,0
1862,indemnified,0,0,0,0
1863,indemnifies,0,0,0,0
1864,indemnify,0,0,0,0
1865,indemnifying,0,0,0,0
1866,indemnitee,0,1,0,0
1867,indemnitees,0,1,0,0
